Rank,Title,Author,Rating,Rating Count,Score,People Voted,Image
302,King Lear,William Shakespeare,3.91,227738,51506,703,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331563731i/12938._SY75_.jpg
303,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,4.06,351923,51284,576,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593241110i/28877._SY75_.jpg
304,Uncle Tom’s Cabin,Harriet Beecher Stowe,3.91,234581,51274,709,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414349231i/46787._SY75_.jpg
305,1984,George Orwell,4.20,4994655,51225,551,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657781256i/61439040._SX50_.jpg
306,Never Let Me Go,Kazuo Ishiguro (Goodreads Author),3.85,767969,51152,614,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590i/6334._SY75_.jpg
307,White Oleander,Janet Fitch (Goodreads Author),4.00,360002,50872,634,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501159524i/32234._SY75_.jpg
307,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire (Goodreads Author),4.00,699282,50872,575,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358259032i/11505797._SY75_.jpg
309,"Wonder (Wonder, #1)",R.J. Palacio,4.36,1142111,50863,592,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545695751i/11387515._SY75_.jpg
310,Blood River: A Journey to Africa’s Broken Heart,Tim Butcher (Goodreads Author),3.98,11705,50212,509,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531681288i/2184798._SY75_.jpg
311,"Foundation (Foundation, #1)",Isaac Asimov,4.17,566623,49961,611,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579._SX50_.jpg
312,Different Seasons,Stephen King (Goodreads Author),4.36,212994,49863,653,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329662611i/39662._SY75_.jpg
313,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,4.35,152046,49335,652,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393644607i/32085._SX50_.jpg
314,"Ready Player One (Ready Player One, #1)",Ernest Cline (Goodreads Author),4.23,1233786,49257,560,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947i/9969571._SY75_.jpg
315,Midnight Sun [2008 Draft],Stephenie Meyer,4.01,148897,49097,577,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/nophoto/book/111x148._SX50_.png
316,The Once and Future King,T.H. White,4.07,115034,48887,612,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338741283i/43545._SY75_.jpg
317,Before I Go to Sleep,S.J. Watson (Goodreads Author),3.90,351166,48804,527,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358353512i/9736930._SY75_.jpg
318,"The Cruel Prince (The Folk of the Air, #1)",Holly Black (Goodreads Author),4.02,1490212,48696,535,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986i/26032825._SY75_.jpg
319,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan (Goodreads Author),4.47,640221,48677,595,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354i/12127750._SY75_.jpg
320,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson (Goodreads Author),4.49,813622,48649,535,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617768316i/68428._SY75_.jpg
321,James and the Giant Peach,Roald Dahl,4.03,494750,48619,683,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586i/6689._SX50_.jpg
322,I Know This Much Is True,Wally Lamb (Goodreads Author),4.21,317460,48579,580,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373532198i/227711._SY75_.jpg
323,The Historian,Elizabeth Kostova,3.80,271137,48361,581,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1717145561i/30236962._SY75_.jpg
324,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan (Goodreads Author),4.41,631790,48248,605,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114i/9520360._SY75_.jpg
325,The Time Machine,H.G. Wells,3.90,541224,48128,673,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493._SY75_.jpg
326,East of Eden,John Steinbeck,4.42,575754,48040,564,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639969375i/4406._SY75_.jpg
327,Big Little Lies,Liane Moriarty (Goodreads Author),4.31,1060266,48006,523,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559835163i/33516773._SY75_.jpg
328,Candide,Voltaire,3.76,287835,47865,629,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082i/19380._SY75_.jpg
329,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas (Goodreads Author),4.18,3461259,47848,548,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962i/16096824._SY75_.jpg
330,The Complete Works,William Shakespeare,4.48,57345,47803,620,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884293i/569564._SY75_.jpg
331,Flow Down Like Silver,Ki Longfellow (Goodreads Author),4.01,4520,47789,494,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348371147i/6801755._SY75_.jpg
332,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore (Goodreads Author),4.23,177634,47735,533,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331419009i/28881._SY75_.jpg
333,Paradise Lost,John Milton,3.85,173529,47716,640,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526070678i/15997._SY75_.jpg
334,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver (Goodreads Author),4.20,185460,47115,520,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437538512i/2373._SY75_.jpg
335,"Heidi (Heidi, #1-2)",Johanna Spyri,4.03,205550,47062,655,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462714i/93._SX50_.jpg
336,The Thirteenth Tale,Diane Setterfield (Goodreads Author),3.98,320216,47013,569,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346267826i/40440._SX50_.jpg
337,"The Wise Man’s Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss (Goodreads Author),4.55,588167,46898,520,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392i/1215032._SY75_.jpg
338,Pretty Girls,Karin Slaughter (Goodreads Author),4.03,545509,46690,497,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432205734i/25574782._SY75_.jpg
339,Never Lie,Freida McFadden (Goodreads Author),4.09,995922,46607,497,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661428846i/62080187._SY75_.jpg
340,None of This Is True,Lisa Jewell (Goodreads Author),4.10,800509,46552,495,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1686092508i/62334530._SY75_.jpg
341,Leaves of Grass,Walt Whitman,4.12,112308,46324,628,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418012204i/27494._SX50_.jpg
342,"Me Before You (Me Before You, #1)",Jojo Moyes (Goodreads Author),4.26,1722224,46286,537,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665087720i/17347634._SY75_.jpg
343,The Woman in the Window,A.J. Finn,3.95,836192,46141,496,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528225499i/40389527._SY75_.jpg
344,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare (Goodreads Author),4.21,550215,46114,573,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703i/8755776._SY75_.jpg
345,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.07,472010,45926,545,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331548394i/3236307._SY75_.jpg
346,No Exit,Taylor Adams (Goodreads Author),3.99,186851,45320,484,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498539883i/35522836._SY75_.jpg
347,The Martian,Andy Weir (Goodreads Author),4.42,1195060,45221,531,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY75_.jpg
348,Behind Closed Doors,B.A. Paris (Goodreads Author),3.98,680222,45216,488,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458854462i/29437949._SY75_.jpg
349,The Paris Apartment,Lucy Foley (Goodreads Author),3.65,625844,45210,482,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645550948i/58468990._SY75_.jpg
350,"Are You There God? It’s Me, Margaret",Judy Blume (Goodreads Author),3.94,248058,45204,606,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388356524i/37732._SY75_.jpg
351,’Salem’s Lot,Stephen King (Goodreads Author),4.10,617073,45004,568,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1738025067i/11590._SY75_.jpg
352,All the Light We Cannot See,Anthony Doerr (Goodreads Author),4.31,1826798,44828,519,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977._SY75_.jpg
353,The Cider House Rules,John Irving (Goodreads Author),4.16,190165,44611,601,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962519i/4687._SY75_.jpg
354,The Couple Next Door,Shari Lapena (Goodreads Author),3.81,651669,44453,476,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471502242i/28815474._SY75_.jpg
355,Lock Every Door,Riley Sager (Goodreads Author),3.89,253127,44079,470,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540938359i/41837243._SY75_.jpg
356,Hamlet,William Shakespeare,4.02,997689,43902,548,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420._SY75_.jpg
357,A Flicker in the Dark,Stacy Willingham (Goodreads Author),3.99,502092,43892,470,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621347398i/57693172._SY75_.jpg
358,The Complete Maus,Art Spiegelman,4.58,236291,43633,550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327354180i/15195._SX50_.jpg
359,Fangirl,Rainbow Rowell (Goodreads Author),3.94,763859,43282,502,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355886270i/16068905._SX50_.jpg
360,Home Before Dark,Riley Sager (Goodreads Author),4.06,248617,43234,463,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571683410l/50833559._SX50_SY75_.jpg
361,Mrs. Dalloway,Virginia Woolf,3.79,326581,43208,561,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646148221i/14942._SY75_.jpg
362,Walden,Henry David Thoreau,3.78,196637,43139,584,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982i/16902._SY75_.jpg
363,Final Girls,Riley Sager (Goodreads Author),3.83,223609,43099,461,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496658340i/32796253._SY75_.jpg
364,"You (You, #1)",Caroline Kepnes (Goodreads Author),3.96,266927,42912,460,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549463282i/36430011._SY75_.jpg
365,"Legend (Legend, #1)",Marie Lu (Goodreads Author),4.15,546944,42801,490,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658._SY75_.jpg
366,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,316134,42764,592,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740i/9375._SY75_.jpg
367,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.13,365306,42743,586,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358i/8921._SX50_.jpg
368,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell (Goodreads Author),3.96,490819,42620,454,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564517337i/43822820._SY75_.jpg
369,Sophie’s World,Jostein Gaarder,3.97,269960,42580,516,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906i/10959._SY75_.jpg
370,Then She Was Gone,Lisa Jewell (Goodreads Author),4.05,832422,42469,457,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523891273i/35297426._SY75_.jpg
371,The Awakening,Kate Chopin,3.68,217481,42297,539,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247i/58345._SY75_.jpg
372,The Only One Left,Riley Sager (Goodreads Author),4.14,421952,42290,451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668181003i/62703226._SY75_.jpg
373,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden (Goodreads Author),4.22,1028094,42177,450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664729357i/62848145._SY75_.jpg
374,The Last Thing He Told Me,Laura Dave (Goodreads Author),3.83,1052482,42125,450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603034599i/54981009._SY75_.jpg
375,The Graveyard Book,Neil Gaiman (Goodreads Author),4.16,555698,41371,519,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531295292i/2213661._SY75_.jpg
376,The Woman in Cabin 10,Ruth Ware (Goodreads Author),3.73,677265,40824,437,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465878007i/28187230._SY75_.jpg
377,Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09,479380,40756,523,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507838927i/36402034._SY75_.jpg
378,Middlemarch,George Eliot,4.03,170502,40290,504,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771i/19089._SY75_.jpg
379,The Monster at the End of this Book,Jon Stone,4.46,126018,40125,497,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193494i/44186._SX50_.jpg
380,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly Jackson (Goodreads Author),4.30,1465230,40063,426,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545494980i/40916679._SY75_.jpg
381,Stardust,Neil Gaiman (Goodreads Author),4.10,471038,40001,513,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459127484i/16793._SY75_.jpg
382,Sophie’s Choice,William Styron,4.17,92743,39955,544,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356714742i/228560._SY75_.jpg
383,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James (Goodreads Author),3.83,945903,39789,472,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631260114i/11857408._SY75_.jpg
384,Black Beauty,Anna Sewell,4.00,288696,39767,573,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578265482i/3685._SY75_.jpg
385,The Prince of Tides,Pat Conroy,4.26,212169,39734,523,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907i/16735._SY75_.jpg
386,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.74,391323,39406,512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708114013i/37781._SY75_.jpg
387,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris (Goodreads Author),3.97,551411,39368,499,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853i/301082._SY75_.jpg
388,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz (Goodreads Author),4.30,645038,39240,428,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020._SY75_.jpg
389,Number the Stars,Lois Lowry (Goodreads Author),4.19,594210,39024,516,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630542426i/47281._SX50_.jpg
390,"A Time to Kill (Jake Brigance, #1)",John Grisham (Goodreads Author),4.12,814104,39007,527,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542._SY75_.jpg
391,"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding (Goodreads Author),3.81,1002482,38780,534,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659879886i/227443._SY75_.jpg
392,"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,4.05,571858,38725,539,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770i/65605._SY75_.jpg
393,The Art of Racing in the Rain,Garth Stein (Goodreads Author),4.23,536715,38654,457,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377206302i/3153910._SY75_.jpg
394,V for Vendetta,Alan Moore (Goodreads Author),4.26,316033,38600,506,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343668985i/5805._SY75_.jpg
395,Eleanor & Park,Rainbow Rowell (Goodreads Author),3.93,1217819,38595,451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742i/15745753._SX50_.jpg
396,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.46,574019,38005,423,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375972497i/13188676._SY75_.jpg
397,American Psycho,Bret Easton Ellis,3.81,336985,37979,455,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436934349i/28676._SY75_.jpg
398,Franny and Zooey,J.D. Salinger,3.96,230607,37963,485,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355037988i/5113._SY75_.jpg
399,War and Peace,Leo Tolstoy,4.16,347094,37651,456,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413215930i/656._SY75_.jpg
400,"The Gunslinger (The Dark Tower, #1)",Stephen King (Goodreads Author),3.92,636669,37615,461,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220416i/43615._SY75_.jpg
401,The Witches,Roald Dahl,4.18,412233,37599,502,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351707720i/6327._SY75_.jpg
402,Beowulf,Unknown,3.49,330412,37580,534,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878125i/52357._SY75_.jpg
403,White Fang,Jack London,4.02,197512,37447,533,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475878443i/43035._SX50_.jpg
404,Love You Forever,Robert Munsch,4.38,242648,37103,471,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348832754i/310259._SX50_.jpg
405,A Short History of Nearly Everything,Bill Bryson,4.22,403498,37051,449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433086293i/21._SY75_.jpg
406,"Allegiant (Divergent, #3)",Veronica Roth (Goodreads Author),3.60,1099143,36873,458,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190._SY75_.jpg
407,"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.73,295938,36686,442,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534298934i/862041._SX50_.jpg
408,"The Power of One (The Power of One, #1)",Bryce Courtenay,4.35,91460,36621,420,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184360i/122._SX50_.jpg
409,"If I Stay (If I Stay, #1)",Gayle Forman (Goodreads Author),3.92,941352,36568,442,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630573973i/4374400._SY75_.jpg
410,The Complete Novels,Jane Austen,4.57,33657,36448,493,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388178574i/14905._SY75_.jpg
411,Gulliver’s Travels,Jonathan Swift,3.59,287111,36331,556,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427829692i/7733._SY75_.jpg
412,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,4.19,557005,36296,423,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905815i/228665._SY75_.jpg
413,A Little Life,Hanya Yanagihara (Goodreads Author),4.31,781053,36176,382,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858._SY75_.jpg
414,Tuck Everlasting,Natalie Babbitt,3.90,284209,35603,485,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030663i/84981._SY75_.jpg
415,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan (Goodreads Author),4.57,451052,35584,437,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201430i/12127810._SY75_.jpg
416,A Portrait of the Artist as a Young Man,James Joyce,3.64,157671,35445,468,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646339380i/7588._SY75_.jpg
417,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover (Goodreads Author),4.12,4153881,35380,382,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688011813i/27362503._SY75_.jpg
418,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,622286,35314,500,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496._SY75_.jpg
419,11/22/63,Stephen King (Goodreads Author),4.34,585384,35077,417,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930._SY75_.jpg
420,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James (Goodreads Author),3.83,888244,34919,417,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336418837i/13536860._SY75_.jpg
421,Bel Canto,Ann Patchett,3.94,301816,34741,423,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352997328i/5826._SY75_.jpg
422,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer (Goodreads Author),4.13,448311,34654,444,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438400434i/60748._SY75_.jpg
423,The Grapes of Wrath,John Steinbeck,4.02,948223,34062,447,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575i/18114322._SY75_.jpg
424,Tao Te Ching,Lao Tzu,4.30,169177,33996,429,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861i/67896._SY75_.jpg
425,Inferno,Dante Alighieri,4.03,193048,33981,457,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520255019i/15645._SY75_.jpg
426,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas (Goodreads Author),4.46,1219610,33936,392,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460846511i/20613470._SY75_.jpg
427,القرآن الكريم,Anonymous,4.38,70188,33928,382,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275263838i/646462._SY75_.jpg
428,The Martian Chronicles,Ray Bradbury,4.16,273515,33913,449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661016554i/76778._SY75_.jpg
429,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,242471,33703,496,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697731059i/391729._SY75_.jpg
430,As I Lay Dying,William Faulkner,3.72,176904,33635,449,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451810782i/77013._SY75_.jpg
431,Cold Mountain,Charles Frazier,3.89,246401,33622,459,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442416348i/10920._SY75_.jpg
432,Cloud Atlas,David Mitchell,4.01,257728,33585,404,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563042852i/49628._SX50_.jpg
433,Go Ask Alice,"Beatrice Sparks (as ""Anonymous"")",3.74,282841,33534,450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327870536i/46799._SX50_.jpg
434,The Hunchback of Notre-Dame,Victor Hugo,4.02,208790,33349,479,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342667i/30597._SY75_.jpg
435,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini (Goodreads Author),4.04,469222,33322,429,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387119654i/45978._SX50_.jpg
436,Mansfield Park,Jane Austen,3.86,364026,33306,472,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397063295i/45032._SY75_.jpg
437,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward (Goodreads Author),4.16,344398,33172,392,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429676285i/42899._SY75_.jpg
438,Steppenwolf,Hermann Hesse,4.13,198902,32945,421,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389332672i/16631._SY75_.jpg
439,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini (Goodreads Author),4.10,395612,32894,425,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030683i/2248573._SX50_.jpg
440,A Separate Peace,John Knowles,3.60,225988,32742,446,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528860889i/5148._SY75_.jpg
441,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia (Goodreads Author),3.77,611542,32605,404,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873282i/6304335._SY75_.jpg
442,The BFG,Roald Dahl,4.23,504371,32588,438,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319._SY75_.jpg
443,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros (Goodreads Author),4.58,2513249,32387,346,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701980900i/61431922._SY75_.jpg
444,"Obsidian (Lux, #1)",Jennifer L. Armentrout (Goodreads Author),4.13,289860,32033,363,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328275091i/12578077._SY75_.jpg
445,Robinson Crusoe,Daniel Defoe,3.68,318353,32028,478,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682976488i/2932._SY75_.jpg
446,"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,331739,31892,385,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335947642i/22232._SX50_.jpg
447,Room,Emma Donoghue (Goodreads Author),4.08,819317,31524,391,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472239721i/31685789._SX50_.jpg
448,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,207526,31518,389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503806495i/3985._SY75_.jpg
449,"Red Queen (Red Queen, #1)",Victoria Aveyard (Goodreads Author),3.99,1092844,31407,356,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449778912i/22328546._SY75_.jpg
450,Coraline,Neil Gaiman (Goodreads Author),4.13,741136,31203,401,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061._SY75_.jpg
451,The Remains of the Day,Kazuo Ishiguro (Goodreads Author),4.14,328837,31188,425,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327128714i/28921._SY75_.jpg
452,Where the Crawdads Sing,Delia Owens (Goodreads Author),4.38,3329377,31147,354,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582135294i/36809135._SY75_.jpg
453,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,1313260,31016,392,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623449170i/9460487._SY75_.jpg
454,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.10,371298,30998,398,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189152i/18122._SY75_.jpg
