Rank,Title,Author,Rating,Rating Count,Score,People Voted,Image
903,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.16,781374,10581,152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784i/36072._SY75_.jpg
904,Still Alice,Lisa Genova (Goodreads Author),4.32,350726,10511,134,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1236089972i/2153405._SY75_.jpg
905,"Mary Poppins (Mary Poppins, #1)",P.L. Travers,4.01,137094,10508,192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704135408i/152380._SX50_.jpg
905,"Fire (Graceling Realm, #2)",Kristin Cashore,4.10,190484,10508,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331535456i/6137154._SY75_.jpg
907,The Moon Is a Harsh Mistress,Robert A. Heinlein,4.15,134784,10479,134,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690._SY75_.jpg
908,Jude the Obscure,Thomas Hardy,3.83,73769,10470,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389403264i/50798._SY75_.jpg
909,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas (Goodreads Author),4.21,877298,10455,128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384362444i/18243700._SX50_.jpg
910,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.24,258700,10448,138,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166i/386372._SY75_.jpg
911,Stoner,John Williams,4.34,198081,10393,116,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320600716i/166997._SY75_.jpg
912,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan (Goodreads Author),4.19,207582,10387,137,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393804353i/3109._SY75_.jpg
912,Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher (Goodreads Author),4.13,1911,10387,106,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310975260i/7940583._SY75_.jpg
914,My Name Is Asher Lev,Chaim Potok,4.24,42414,10376,141,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385056726i/11507._SY75_.jpg
915,Let the Right One In,John Ajvide Lindqvist,4.04,116228,10349,127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327893384i/943402._SY75_.jpg
916,The Namesake,Jhumpa Lahiri,4.02,276626,10310,145,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917._SY75_.jpg
917,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.20,302777,10255,147,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695._SY75_.jpg
918,Choke,Chuck Palahniuk (Goodreads Author),3.71,216024,10237,134,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624579622i/29059._SY75_.jpg
919,The Portrait of a Lady,Henry James,3.79,83065,10227,151,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502148606i/264._SY75_.jpg
920,Howards End,E.M. Forster,3.96,92109,10212,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518837828i/38374795._SX50_.jpg
921,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson (Goodreads Author),4.39,548468,10190,120,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619538925i/68429._SY75_.jpg
922,Wild Swans: Three Daughters of China,Jung Chang,4.29,117496,10175,138,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710i/1848._SX50_.jpg
923,I Am the Messenger,Markus Zusak (Goodreads Author),4.03,165355,10159,121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057._SY75_.jpg
924,"Worm Holes (Quantum Roots, #2)",Kyle Keyes (Goodreads Author),4.34,2115,10073,112,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487896475i/34384161._SX50_.jpg
925,"Finale (Hush, Hush, #4)",Becca Fitzpatrick (Goodreads Author),4.12,181701,10047,127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408156i/12751687._SY75_.jpg
926,The Forgotten Garden,Kate Morton (Goodreads Author),4.15,229802,10031,128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547843777i/3407877._SY75_.jpg
927,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.11,381635,10002,148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281995542i/19691._SX50_.jpg
927,"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan (Goodreads Author),4.22,16212,10002,110,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548629676i/43722869._SY75_.jpg
929,The Three Witches and the Master,Max Nowaz (Goodreads Author),4.31,18376,9946,105,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684157728i/156150514._SY75_.jpg
930,"Winter (The Lunar Chronicles, #4)",Marissa Meyer (Goodreads Author),4.42,295823,9942,120,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057036i/13206900._SX50_.jpg
931,Between Shades of Gray,Ruta Sepetys (Goodreads Author),4.37,259006,9905,121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479i/7824322._SX50_.jpg
932,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater (Goodreads Author),3.88,172867,9894,134,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292482391i/6654313._SY75_.jpg
933,The Sea of Tranquility,Katja Millay (Goodreads Author),4.29,87639,9844,114,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465919812i/16151178._SY75_.jpg
934,The Bridges of Madison County,Robert James Waller,3.70,101689,9833,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267141i/83674._SY75_.jpg
935,"Deeper Than the Dead (Vera Boyett, #1)",Debra Webb (Goodreads Author),4.05,17623,9776,103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702516655i/198190467._SY75_.jpg
936,Tender Is the Night,F. Scott Fitzgerald,3.78,142549,9747,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559763775i/46164._SY75_.jpg
937,Survivor,Chuck Palahniuk (Goodreads Author),3.93,121258,9732,122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523531504i/36236123._SY75_.jpg
938,Ethan Frome,Edith Wharton,3.45,132209,9685,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701588541i/5246._SY75_.jpg
939,Pale Fire,Vladimir Nabokov,4.17,54074,9653,124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388155863i/7805._SY75_.jpg
940,"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.02,70426,9631,157,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385313197i/186190._SY75_.jpg
941,Exodus,Leon Uris,4.34,100513,9626,154,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568189223i/42697._SY75_.jpg
942,Gift from the Sea,Anne Morrow Lindbergh,4.14,53474,9577,137,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328312670i/77295._SY75_.jpg
943,Hello Beautiful,Ann Napolitano (Goodreads Author),4.15,434970,9572,100,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687803098i/61771675._SY75_.jpg
944,The Fall,Albert Camus,4.04,119455,9565,124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467904855i/11991._SY75_.jpg
945,"84, Charing Cross Road",Helene Hanff,4.16,89457,9531,140,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662637640i/368916._SY75_.jpg
946,"Walking Disaster (Beautiful, #2)",Jamie McGuire (Goodreads Author),4.14,201808,9529,117,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352338368i/15745950._SY75_.jpg
947,Illusions: The Adventures of a Reluctant Messiah,Richard Bach (Goodreads Author),4.15,65292,9517,123,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353964306i/29946._SY75_.jpg
948,"Daughter of the Forest (Sevenwaters, #1)",Juliet Marillier (Goodreads Author),4.29,68058,9511,115,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343589988i/13928._SY75_.jpg
949,"Absalom, Absalom!",William Faulkner,3.98,46072,9505,124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388474680i/373755._SY75_.jpg
950,"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer (Goodreads Author),4.34,126289,9481,112,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388965561i/78983._SY75_.jpg
951,The Maltese Falcon,Dashiell Hammett,3.87,110981,9475,143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689040081i/29999._SY75_.jpg
952,Revolutionary Road,Richard Yates,3.93,90659,9459,124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650108910i/48328._SY75_.jpg
953,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong (Goodreads Author),4.18,117907,9456,125,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327154591i/6468666._SY75_.jpg
954,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.28,456310,9429,130,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432487272i/23878688._SY75_.jpg
955,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.07,425644,9424,131,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388189974i/9791._SY75_.jpg
956,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.14,469881,9420,144,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519031842i/102868._SX50_.jpg
957,Turtles All the Way Down,John Green (Goodreads Author),3.88,609060,9415,108,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503002776i/35504431._SY75_.jpg
958,A Room of One’s Own,Virginia Woolf,4.22,231262,9407,135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883012i/18521._SY75_.jpg
959,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.90,290811,9406,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783i/307791._SX50_.jpg
960,Thus Spoke Zarathustra,Friedrich Nietzsche,4.07,162879,9401,114,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650680683i/51893._SY75_.jpg
961,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas (Goodreads Author),4.47,2195961,9379,106,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585623092i/50659472._SX50_.jpg
962,The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.69,142357,9361,119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920896i/16640._SY75_.jpg
963,"The Awakening (Darkest Powers, #2)",Kelley Armstrong (Goodreads Author),4.14,116838,9344,125,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986806i/5391115._SY75_.jpg
963,On Earth We're Briefly Gorgeous,Ocean Vuong,4.03,345679,9344,101,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615580168i/41880609._SX50_.jpg
963,Nausea,Jean-Paul Sartre,3.94,128689,9344,122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377674928i/298275._SY75_.jpg
966,"Specials (Uglies, #3)",Scott Westerfeld (Goodreads Author),3.75,198556,9326,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390340887i/24765._SX50_.jpg
967,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris (Goodreads Author),4.01,221784,9308,136,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468562419i/170210._SY75_.jpg
968,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud (Goodreads Author),4.04,131720,9306,113,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528705815i/334123._SX50_.jpg
969,"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber (Goodreads Author),4.50,339311,9300,99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1716011416i/59808071._SY75_.jpg
970,Where the Heart Is,Billie Letts,4.04,250777,9289,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959469i/5168._SY75_.jpg
971,Cold Sassy Tree,Olive Ann Burns,4.02,104335,9270,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722549809i/40389231._SX50_.jpg
972,"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,4.47,56560,9249,124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275608877i/7822895._SX50_.jpg
973,Deception Point,Dan Brown (Goodreads Author),3.76,684457,9221,122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551277487i/976._SY75_.jpg
974,The Hotel New Hampshire,John Irving (Goodreads Author),3.93,67146,9207,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318013543i/11768._SY75_.jpg
975,"On Her Watch (Bree Taggert, #8)",Melinda Leigh (Goodreads Author),4.51,15222,9205,97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653498055i/61138863._SY75_.jpg
976,Shakespeare's Sonnets,William Shakespeare,4.25,108445,9188,149,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660269733i/42038._SY75_.jpg
977,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout (Goodreads Author),4.22,708940,9159,100,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440654i/52831200._SY75_.jpg
978,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris (Goodreads Author),4.01,208322,9141,136,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468562748i/140079._SY75_.jpg
979,Marked by Magic (Tracking Trouble #1),Lindsay Buroker (Goodreads Author),4.32,4564,9133,96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698869205i/201272400._SY75_.jpg
980,The Fountainhead,Ayn Rand,3.89,330110,9132,113,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491163636i/2122._SY75_.jpg
981,We,Yevgeny Zamyatin,3.88,103509,9057,115,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627438181i/76171._SY75_.jpg
982,The Gargoyle,Andrew Davidson (Goodreads Author),3.97,50016,9054,110,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368598513i/2595138._SY75_.jpg
983,"The Sparrow (The Sparrow, #1)",Mary Doria Russell (Goodreads Author),4.14,78705,9045,112,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1230829367i/334176._SY75_.jpg
984,"Reflected in You (Crossfire, #2)",Sylvia Day (Goodreads Author),4.30,359033,9037,111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477802540i/13596809._SX50_.jpg
985,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton (Goodreads Author),4.02,150961,9024,122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388207930i/30281._SY75_.jpg
986,"The Golden Lily (Bloodlines, #2)",Richelle Mead (Goodreads Author),4.31,120483,9017,122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360599818i/8709523._SY75_.jpg
987,"Dreamfever (Fever, #4)",Karen Marie Moning (Goodreads Author),4.38,104363,9016,114,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429621657i/6050298._SY75_.jpg
988,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.75,1790163,9015,123,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361039438i/1162543._SY75_.jpg
989,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard (Goodreads Author),3.98,159892,9001,106,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1301789770i/10140661._SY75_.jpg
990,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart (Goodreads Author),4.20,168170,8997,111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529611235i/40605329._SY75_.jpg
991,A Million Little Pieces,James Frey,3.69,258482,8994,118,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483206985i/1241._SY75_.jpg
992,"Opal (Lux, #3)",Jennifer L. Armentrout (Goodreads Author),4.24,155591,8992,116,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553011318i/13362536._SY75_.jpg
993,Travels with Charley: In Search of America,John Steinbeck,4.08,100401,8973,100,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924381i/5306._SY75_.jpg
994,A Connecticut Yankee in King Arthur's Court,Mark Twain,3.77,105600,8969,140,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348239402i/162898._SY75_.jpg
995,The Immortal Life of Henrietta Lacks,Rebecca Skloot (Goodreads Author),4.12,767577,8951,120,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878144i/6493208._SY75_.jpg
996,"Burned (House of Night, #7)",P.C. Cast (Goodreads Author),3.97,161926,8925,129,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327944437i/6917952._SY75_.jpg
997,"Crank (Crank, #1)",Ellen Hopkins (Goodreads Author),4.16,150826,8912,112,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192181i/270730._SX50_.jpg
998,The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89,271363,8899,118,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391409748i/297673._SY75_.jpg
999,"Wizard and Glass (The Dark Tower, #4)",Stephen King (Goodreads Author),4.27,209245,8895,117,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327946510i/5096._SY75_.jpg
1000,"The Mercy of Gods (The Captive’s War, #1)",James S.A. Corey (Goodreads Author),4.20,20877,8894,93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1725128722i/201930181._SY75_.jpg
